family,corruption_type,false_negative_rate,false_positive_rate,seed,method,success,cost,expansions,pruned_commitments,frontier_peak,reason
certificate_corruption,false_negative,0.0,0.0,0,scp_corrupted,1.0,40.0,208.98667934208544,8.0,41.79733586841709,success
certificate_corruption,false_negative,0.0,0.0,1,scp_corrupted,1.0,41.0,208.54372041092753,9.0,41.70874408218551,success
certificate_corruption,false_negative,0.0,0.0,2,scp_corrupted,1.0,42.0,235.82416208372635,10.0,47.16483241674527,success
certificate_corruption,false_negative,0.0,0.0,3,scp_corrupted,1.0,40.0,209.09720406298598,8.0,41.8194408125972,success
certificate_corruption,false_negative,0.0,0.0,4,scp_corrupted,1.0,42.0,236.1738910592603,10.0,47.23477821185207,success
certificate_corruption,false_negative,0.0,0.0,5,scp_corrupted,1.0,42.0,224.24211978771967,10.0,44.848423957543936,success
certificate_corruption,false_negative,0.0,0.0,6,scp_corrupted,1.0,39.0,193.88514099993844,7.0,38.77702819998769,success
certificate_corruption,false_negative,0.0,0.0,7,scp_corrupted,1.0,39.0,192.99304776049686,7.0,38.598609552099376,success
certificate_corruption,false_negative,0.0,0.0,8,scp_corrupted,1.0,41.0,214.87046239034794,9.0,42.97409247806959,success
certificate_corruption,false_negative,0.0,0.0,9,scp_corrupted,1.0,39.0,191.07284508289956,7.0,38.214569016579915,success
certificate_corruption,false_negative,0.0,0.0,10,scp_corrupted,1.0,43.0,241.26669432937854,11.0,48.25333886587571,success
certificate_corruption,false_negative,0.0,0.0,11,scp_corrupted,1.0,42.0,226.30815954503447,10.0,45.261631909006894,success
certificate_corruption,false_negative,0.0,0.0,12,scp_corrupted,1.0,43.0,250.30888044434022,11.0,50.061776088868044,success
certificate_corruption,false_negative,0.0,0.0,13,scp_corrupted,1.0,43.0,238.6762914183783,11.0,47.73525828367566,success
certificate_corruption,false_negative,0.0,0.0,14,scp_corrupted,1.0,39.0,193.86754610927574,7.0,38.77350922185515,success
certificate_corruption,false_negative,0.0,0.0,15,scp_corrupted,1.0,39.0,185.85872426880024,7.0,37.17174485376005,success
certificate_corruption,false_negative,0.0,0.0,16,scp_corrupted,1.0,41.0,215.2470570887638,9.0,43.049411417752765,success
certificate_corruption,false_negative,0.0,0.0,17,scp_corrupted,1.0,43.0,242.68908464561605,11.0,48.53781692912321,success
certificate_corruption,false_negative,0.0,0.0,18,scp_corrupted,1.0,43.0,242.81034500259094,11.0,48.56206900051819,success
certificate_corruption,false_negative,0.0,0.0,19,scp_corrupted,1.0,43.0,249.79988549866238,11.0,49.95997709973248,success
certificate_corruption,false_negative,0.0,0.0,20,scp_corrupted,1.0,40.0,201.60724071441572,8.0,40.32144814288315,success
certificate_corruption,false_negative,0.0,0.0,21,scp_corrupted,1.0,42.0,231.5033366792776,10.0,46.30066733585552,success
certificate_corruption,false_negative,0.0,0.0,22,scp_corrupted,1.0,43.0,246.89897611884405,11.0,49.37979522376881,success
certificate_corruption,false_negative,0.0,0.0,23,scp_corrupted,1.0,41.0,217.93042269713882,9.0,43.586084539427766,success
certificate_corruption,false_negative,0.0,0.0,24,scp_corrupted,1.0,42.0,232.29033698358847,10.0,46.458067396717695,success
certificate_corruption,false_negative,0.0,0.0,25,scp_corrupted,1.0,40.0,196.6515973921778,8.0,39.33031947843556,success
certificate_corruption,false_negative,0.0,0.0,26,scp_corrupted,1.0,43.0,250.47037114303347,11.0,50.0940742286067,success
certificate_corruption,false_negative,0.0,0.0,27,scp_corrupted,1.0,40.0,204.83912933125788,8.0,40.96782586625158,success
certificate_corruption,false_negative,0.0,0.0,28,scp_corrupted,1.0,40.0,209.78027328077306,8.0,41.95605465615461,success
certificate_corruption,false_negative,0.0,0.0,29,scp_corrupted,1.0,41.0,219.01863298736768,9.0,43.80372659747354,success
certificate_corruption,false_negative,0.05,0.0,0,scp_corrupted,1.0,42.0,228.4211734471695,9.5,45.68423468943391,success
certificate_corruption,false_negative,0.05,0.0,1,scp_corrupted,1.0,40.0,198.5091555471518,7.6,39.701831109430366,success
certificate_corruption,false_negative,0.05,0.0,2,scp_corrupted,1.0,40.0,197.47679045327718,7.6,39.49535809065544,success
certificate_corruption,false_negative,0.05,0.0,3,scp_corrupted,1.0,39.0,195.1292806134188,6.6499999999999995,39.02585612268376,success
certificate_corruption,false_negative,0.05,0.0,4,scp_corrupted,1.0,42.0,238.40199197190344,9.5,47.68039839438069,success
certificate_corruption,false_negative,0.05,0.0,5,scp_corrupted,1.0,39.0,193.08875868349352,6.6499999999999995,38.61775173669871,success
certificate_corruption,false_negative,0.05,0.0,6,scp_corrupted,1.0,39.0,192.02159678612992,6.6499999999999995,38.40431935722599,success
certificate_corruption,false_negative,0.05,0.0,7,scp_corrupted,1.0,42.0,240.11798354319973,9.5,48.02359670863995,success
certificate_corruption,false_negative,0.05,0.0,8,scp_corrupted,1.0,39.0,191.60029406793564,6.6499999999999995,38.32005881358713,success
certificate_corruption,false_negative,0.05,0.0,9,scp_corrupted,1.0,40.0,200.70521253282,7.6,40.141042506564006,success
certificate_corruption,false_negative,0.05,0.0,10,scp_corrupted,1.0,42.0,227.83516662541365,9.5,45.56703332508273,success
certificate_corruption,false_negative,0.05,0.0,11,scp_corrupted,1.0,40.0,202.45738025589213,7.6,40.49147605117843,success
certificate_corruption,false_negative,0.05,0.0,12,scp_corrupted,1.0,40.0,211.865405157782,7.6,42.3730810315564,success
certificate_corruption,false_negative,0.05,0.0,13,scp_corrupted,1.0,40.0,197.05313182262654,7.6,39.410626364525314,success
certificate_corruption,false_negative,0.05,0.0,14,scp_corrupted,1.0,42.0,240.32979433588085,9.5,48.06595886717617,success
certificate_corruption,false_negative,0.05,0.0,15,scp_corrupted,1.0,43.0,250.37099010523906,10.45,50.07419802104781,success
certificate_corruption,false_negative,0.05,0.0,16,scp_corrupted,1.0,40.0,206.53235393028393,7.6,41.30647078605679,success
certificate_corruption,false_negative,0.05,0.0,17,scp_corrupted,1.0,39.0,192.13062044643019,6.6499999999999995,38.42612408928604,success
certificate_corruption,false_negative,0.05,0.0,18,scp_corrupted,1.0,41.0,214.8911713176127,8.549999999999999,42.978234263522545,success
certificate_corruption,false_negative,0.05,0.0,19,scp_corrupted,1.0,42.0,226.291243207464,9.5,45.2582486414928,success
certificate_corruption,false_negative,0.05,0.0,20,scp_corrupted,1.0,40.0,208.35025951095784,7.6,41.670051902191574,success
certificate_corruption,false_negative,0.05,0.0,21,scp_corrupted,1.0,43.0,248.62937170745508,10.45,49.72587434149102,success
certificate_corruption,false_negative,0.05,0.0,22,scp_corrupted,1.0,39.0,187.70627516637066,6.6499999999999995,37.54125503327413,success
certificate_corruption,false_negative,0.05,0.0,23,scp_corrupted,1.0,41.0,221.16773225477942,8.549999999999999,44.233546450955885,success
certificate_corruption,false_negative,0.05,0.0,24,scp_corrupted,1.0,41.0,223.01456700685247,8.549999999999999,44.6029134013705,success
certificate_corruption,false_negative,0.05,0.0,25,scp_corrupted,1.0,39.0,197.68068796646952,6.6499999999999995,39.53613759329391,success
certificate_corruption,false_negative,0.05,0.0,26,scp_corrupted,1.0,39.0,193.95852745488378,6.6499999999999995,38.79170549097676,success
certificate_corruption,false_negative,0.05,0.0,27,scp_corrupted,1.0,39.0,190.31477126616124,6.6499999999999995,38.06295425323225,success
certificate_corruption,false_negative,0.05,0.0,28,scp_corrupted,1.0,42.0,230.43581285458583,9.5,46.08716257091717,success
certificate_corruption,false_negative,0.05,0.0,29,scp_corrupted,1.0,40.0,200.5368932515243,7.6,40.10737865030487,success
certificate_corruption,false_negative,0.1,0.0,0,scp_corrupted,1.0,40.0,219.06158707212913,7.2,43.81231741442583,success
certificate_corruption,false_negative,0.1,0.0,1,scp_corrupted,1.0,42.0,252.2072926574621,9.0,50.44145853149242,success
certificate_corruption,false_negative,0.1,0.0,2,scp_corrupted,1.0,42.0,240.61107130536263,9.0,48.12221426107253,success
certificate_corruption,false_negative,0.1,0.0,3,scp_corrupted,1.0,43.0,266.8125112726533,9.9,53.36250225453066,success
certificate_corruption,false_negative,0.1,0.0,4,scp_corrupted,1.0,42.0,241.05396518318642,9.0,48.210793036637284,success
certificate_corruption,false_negative,0.1,0.0,5,scp_corrupted,1.0,41.0,230.29781290225853,8.1,46.05956258045171,success
certificate_corruption,false_negative,0.1,0.0,6,scp_corrupted,1.0,42.0,243.34741519924432,9.0,48.66948303984887,success
certificate_corruption,false_negative,0.1,0.0,7,scp_corrupted,1.0,39.0,207.07780510988084,6.3,41.415561021976174,success
certificate_corruption,false_negative,0.1,0.0,8,scp_corrupted,1.0,39.0,195.23458948805978,6.3,39.04691789761196,success
certificate_corruption,false_negative,0.1,0.0,9,scp_corrupted,1.0,40.0,210.71718516066306,7.2,42.14343703213262,success
certificate_corruption,false_negative,0.1,0.0,10,scp_corrupted,1.0,42.0,237.80149439307144,9.0,47.56029887861429,success
certificate_corruption,false_negative,0.1,0.0,11,scp_corrupted,1.0,43.0,263.0217344538243,9.9,52.604346890764866,success
certificate_corruption,false_negative,0.1,0.0,12,scp_corrupted,1.0,41.0,229.41990514926155,8.1,45.883981029852315,success
certificate_corruption,false_negative,0.1,0.0,13,scp_corrupted,1.0,42.0,251.72342793482966,9.0,50.34468558696594,success
certificate_corruption,false_negative,0.1,0.0,14,scp_corrupted,1.0,41.0,224.80840912982913,8.1,44.961681825965826,success
certificate_corruption,false_negative,0.1,0.0,15,scp_corrupted,1.0,39.0,193.7959468170654,6.3,38.759189363413086,success
certificate_corruption,false_negative,0.1,0.0,16,scp_corrupted,1.0,43.0,259.56403456781493,9.9,51.91280691356299,success
certificate_corruption,false_negative,0.1,0.0,17,scp_corrupted,1.0,39.0,199.58731318476117,6.3,39.91746263695224,success
certificate_corruption,false_negative,0.1,0.0,18,scp_corrupted,1.0,39.0,202.39202042238387,6.3,40.47840408447678,success
certificate_corruption,false_negative,0.1,0.0,19,scp_corrupted,1.0,43.0,259.70803908371425,9.9,51.94160781674285,success
certificate_corruption,false_negative,0.1,0.0,20,scp_corrupted,1.0,41.0,220.94194581492079,8.1,44.18838916298416,success
certificate_corruption,false_negative,0.1,0.0,21,scp_corrupted,1.0,39.0,196.14020615393986,6.3,39.22804123078797,success
certificate_corruption,false_negative,0.1,0.0,22,scp_corrupted,1.0,42.0,240.74510280619896,9.0,48.149020561239794,success
certificate_corruption,false_negative,0.1,0.0,23,scp_corrupted,1.0,41.0,230.66498170824056,8.1,46.132996341648116,success
certificate_corruption,false_negative,0.1,0.0,24,scp_corrupted,1.0,41.0,230.88657191081126,8.1,46.17731438216225,success
certificate_corruption,false_negative,0.1,0.0,25,scp_corrupted,1.0,41.0,225.390554821535,8.1,45.078110964307,success
certificate_corruption,false_negative,0.1,0.0,26,scp_corrupted,1.0,43.0,258.9663791539156,9.9,51.79327583078313,success
certificate_corruption,false_negative,0.1,0.0,27,scp_corrupted,1.0,41.0,222.80231897956432,8.1,44.56046379591287,success
certificate_corruption,false_negative,0.1,0.0,28,scp_corrupted,1.0,43.0,262.5381200756908,9.9,52.50762401513816,success
certificate_corruption,false_negative,0.1,0.0,29,scp_corrupted,1.0,43.0,257.9577043296078,9.9,51.59154086592156,success
certificate_corruption,false_negative,0.25,0.0,0,scp_corrupted,1.0,43.0,361.9354291090365,8.25,72.3870858218073,success
certificate_corruption,false_negative,0.25,0.0,1,scp_corrupted,1.0,39.0,262.4490593418887,5.25,52.48981186837774,success
certificate_corruption,false_negative,0.25,0.0,2,scp_corrupted,1.0,40.0,294.99267047330704,6.0,58.99853409466141,success
certificate_corruption,false_negative,0.25,0.0,3,scp_corrupted,1.0,40.0,287.337547448025,6.0,57.46750948960501,success
certificate_corruption,false_negative,0.25,0.0,4,scp_corrupted,1.0,40.0,289.6782618169534,6.0,57.93565236339069,success
certificate_corruption,false_negative,0.25,0.0,5,scp_corrupted,1.0,40.0,303.2284364387925,6.0,60.645687287758506,success
certificate_corruption,false_negative,0.25,0.0,6,scp_corrupted,1.0,40.0,304.13308250697185,6.0,60.82661650139437,success
certificate_corruption,false_negative,0.25,0.0,7,scp_corrupted,1.0,43.0,345.9393157092504,8.25,69.18786314185009,success
certificate_corruption,false_negative,0.25,0.0,8,scp_corrupted,1.0,43.0,362.9994998026658,8.25,72.59989996053316,success
certificate_corruption,false_negative,0.25,0.0,9,scp_corrupted,1.0,40.0,301.13865366062254,6.0,60.22773073212451,success
certificate_corruption,false_negative,0.25,0.0,10,scp_corrupted,1.0,43.0,356.50054702004394,8.25,71.3001094040088,success
certificate_corruption,false_negative,0.25,0.0,11,scp_corrupted,1.0,42.0,331.05461670801753,7.5,66.2109233416035,success
certificate_corruption,false_negative,0.25,0.0,12,scp_corrupted,1.0,43.0,364.2270788379641,8.25,72.84541576759283,success
certificate_corruption,false_negative,0.25,0.0,13,scp_corrupted,1.0,42.0,340.5082506346254,7.5,68.1016501269251,success
certificate_corruption,false_negative,0.25,0.0,14,scp_corrupted,1.0,41.0,301.98399914661866,6.75,60.39679982932373,success
certificate_corruption,false_negative,0.25,0.0,15,scp_corrupted,1.0,40.0,298.4395354251635,6.0,59.687907085032705,success
certificate_corruption,false_negative,0.25,0.0,16,scp_corrupted,1.0,39.0,279.11702853182976,5.25,55.82340570636595,success
certificate_corruption,false_negative,0.25,0.0,17,scp_corrupted,1.0,42.0,338.5805335416995,7.5,67.7161067083399,success
certificate_corruption,false_negative,0.25,0.0,18,scp_corrupted,1.0,42.0,322.433843499672,7.5,64.4867686999344,success
certificate_corruption,false_negative,0.25,0.0,19,scp_corrupted,1.0,43.0,356.3252995680786,8.25,71.26505991361573,success
certificate_corruption,false_negative,0.25,0.0,20,scp_corrupted,1.0,43.0,346.82173449169153,8.25,69.36434689833831,success
certificate_corruption,false_negative,0.25,0.0,21,scp_corrupted,1.0,40.0,289.536044610756,6.0,57.9072089221512,success
certificate_corruption,false_negative,0.25,0.0,22,scp_corrupted,1.0,41.0,311.3824010662011,6.75,62.27648021324023,success
certificate_corruption,false_negative,0.25,0.0,23,scp_corrupted,1.0,43.0,361.7223474631033,8.25,72.34446949262066,success
certificate_corruption,false_negative,0.25,0.0,24,scp_corrupted,1.0,39.0,283.57116343570397,5.25,56.71423268714079,success
certificate_corruption,false_negative,0.25,0.0,25,scp_corrupted,1.0,39.0,267.425403210857,5.25,53.4850806421714,success
certificate_corruption,false_negative,0.25,0.0,26,scp_corrupted,1.0,42.0,339.83431589287625,7.5,67.96686317857525,success
certificate_corruption,false_negative,0.25,0.0,27,scp_corrupted,1.0,40.0,290.0116889133235,6.0,58.0023377826647,success
certificate_corruption,false_negative,0.25,0.0,28,scp_corrupted,1.0,40.0,281.4903028053921,6.0,56.29806056107842,success
certificate_corruption,false_negative,0.25,0.0,29,scp_corrupted,1.0,40.0,291.43240649351407,6.0,58.28648129870282,success
certificate_corruption,false_negative,0.5,0.0,0,scp_corrupted,1.0,42.0,707.8006406603444,5.0,141.56012813206888,success
certificate_corruption,false_negative,0.5,0.0,1,scp_corrupted,1.0,41.0,646.8723774035035,4.5,129.3744754807007,success
certificate_corruption,false_negative,0.5,0.0,2,scp_corrupted,1.0,40.0,632.9700915800963,4.0,126.59401831601927,success
certificate_corruption,false_negative,0.5,0.0,3,scp_corrupted,1.0,42.0,725.2025429917682,5.0,145.04050859835363,success
certificate_corruption,false_negative,0.5,0.0,4,scp_corrupted,1.0,42.0,702.0619361218227,5.0,140.41238722436455,success
certificate_corruption,false_negative,0.5,0.0,5,scp_corrupted,1.0,39.0,556.4456640444057,3.5,111.28913280888115,success
certificate_corruption,false_negative,0.5,0.0,6,scp_corrupted,1.0,39.0,561.4253046020731,3.5,112.28506092041462,success
certificate_corruption,false_negative,0.5,0.0,7,scp_corrupted,1.0,40.0,600.509466299259,4.0,120.1018932598518,success
certificate_corruption,false_negative,0.5,0.0,8,scp_corrupted,1.0,39.0,574.4161175894249,3.5,114.88322351788497,success
certificate_corruption,false_negative,0.5,0.0,9,scp_corrupted,1.0,41.0,665.0221727000406,4.5,133.00443454000813,success
certificate_corruption,false_negative,0.5,0.0,10,scp_corrupted,1.0,39.0,586.0307828656233,3.5,117.20615657312467,success
certificate_corruption,false_negative,0.5,0.0,11,scp_corrupted,1.0,42.0,696.2822093838447,5.0,139.25644187676895,success
certificate_corruption,false_negative,0.5,0.0,12,scp_corrupted,1.0,39.0,576.2226363943537,3.5,115.24452727887075,success
certificate_corruption,false_negative,0.5,0.0,13,scp_corrupted,1.0,39.0,560.8546560492275,3.5,112.1709312098455,success
certificate_corruption,false_negative,0.5,0.0,14,scp_corrupted,1.0,41.0,665.3379848910022,4.5,133.06759697820044,success
certificate_corruption,false_negative,0.5,0.0,15,scp_corrupted,1.0,43.0,740.4901609294733,5.5,148.09803218589465,success
certificate_corruption,false_negative,0.5,0.0,16,scp_corrupted,1.0,39.0,601.2266681341198,3.5,120.24533362682396,success
certificate_corruption,false_negative,0.5,0.0,17,scp_corrupted,1.0,41.0,645.1732190237569,4.5,129.0346438047514,success
certificate_corruption,false_negative,0.5,0.0,18,scp_corrupted,1.0,42.0,704.517000703352,5.0,140.9034001406704,success
certificate_corruption,false_negative,0.5,0.0,19,scp_corrupted,1.0,40.0,607.1779946439816,4.0,121.43559892879632,success
certificate_corruption,false_negative,0.5,0.0,20,scp_corrupted,1.0,43.0,736.5902448533326,5.5,147.31804897066652,success
certificate_corruption,false_negative,0.5,0.0,21,scp_corrupted,1.0,43.0,767.4770509755731,5.5,153.49541019511463,success
certificate_corruption,false_negative,0.5,0.0,22,scp_corrupted,1.0,39.0,572.7106746778721,3.5,114.54213493557444,success
certificate_corruption,false_negative,0.5,0.0,23,scp_corrupted,1.0,43.0,771.9421935830369,5.5,154.3884387166074,success
certificate_corruption,false_negative,0.5,0.0,24,scp_corrupted,1.0,41.0,667.4500025177821,4.5,133.49000050355642,success
certificate_corruption,false_negative,0.5,0.0,25,scp_corrupted,1.0,43.0,734.1250591107549,5.5,146.825011822151,success
certificate_corruption,false_negative,0.5,0.0,26,scp_corrupted,1.0,40.0,643.6595437188779,4.0,128.7319087437756,success
certificate_corruption,false_negative,0.5,0.0,27,scp_corrupted,1.0,42.0,723.6700080102135,5.0,144.7340016020427,success
certificate_corruption,false_negative,0.5,0.0,28,scp_corrupted,1.0,41.0,658.5217013588147,4.5,131.70434027176293,success
certificate_corruption,false_negative,0.5,0.0,29,scp_corrupted,1.0,40.0,633.922887625232,4.0,126.7845775250464,success
certificate_corruption,false_negative,0.75,0.0,0,scp_corrupted,1.0,39.0,1108.2253699400192,1.75,221.64507398800384,success
certificate_corruption,false_negative,0.75,0.0,1,scp_corrupted,1.0,39.0,1106.0614328699185,1.75,221.2122865739837,success
certificate_corruption,false_negative,0.75,0.0,2,scp_corrupted,1.0,42.0,1386.3850434576514,2.5,277.2770086915303,success
certificate_corruption,false_negative,0.75,0.0,3,scp_corrupted,1.0,41.0,1307.0313511312556,2.25,261.40627022625114,success
certificate_corruption,false_negative,0.75,0.0,4,scp_corrupted,1.0,42.0,1416.100422419177,2.5,283.2200844838354,success
certificate_corruption,false_negative,0.75,0.0,5,scp_corrupted,1.0,40.0,1255.4326187130303,2.0,251.08652374260606,success
certificate_corruption,false_negative,0.75,0.0,6,scp_corrupted,1.0,42.0,1416.0703308594914,2.5,283.2140661718983,success
certificate_corruption,false_negative,0.75,0.0,7,scp_corrupted,1.0,41.0,1261.439314910053,2.25,252.28786298201064,success
certificate_corruption,false_negative,0.75,0.0,8,scp_corrupted,1.0,41.0,1344.985833171119,2.25,268.99716663422384,success
certificate_corruption,false_negative,0.75,0.0,9,scp_corrupted,1.0,41.0,1316.1393847686409,2.25,263.2278769537282,success
certificate_corruption,false_negative,0.75,0.0,10,scp_corrupted,1.0,42.0,1420.684798773803,2.5,284.13695975476065,success
certificate_corruption,false_negative,0.75,0.0,11,scp_corrupted,1.0,40.0,1199.5140208572423,2.0,239.90280417144845,success
certificate_corruption,false_negative,0.75,0.0,12,scp_corrupted,1.0,41.0,1338.8707717183304,2.25,267.7741543436661,success
certificate_corruption,false_negative,0.75,0.0,13,scp_corrupted,1.0,41.0,1346.836058579403,2.25,269.3672117158806,success
certificate_corruption,false_negative,0.75,0.0,14,scp_corrupted,1.0,40.0,1173.6831946513403,2.0,234.73663893026807,success
certificate_corruption,false_negative,0.75,0.0,15,scp_corrupted,1.0,43.0,1505.2090749117478,2.75,301.0418149823496,success
certificate_corruption,false_negative,0.75,0.0,16,scp_corrupted,1.0,43.0,1444.3444105810024,2.75,288.8688821162005,success
certificate_corruption,false_negative,0.75,0.0,17,scp_corrupted,1.0,41.0,1298.017224787019,2.25,259.6034449574038,success
certificate_corruption,false_negative,0.75,0.0,18,scp_corrupted,1.0,40.0,1218.6400773571402,2.0,243.72801547142805,success
certificate_corruption,false_negative,0.75,0.0,19,scp_corrupted,1.0,40.0,1205.5001577733267,2.0,241.10003155466535,success
certificate_corruption,false_negative,0.75,0.0,20,scp_corrupted,1.0,39.0,1177.743172233251,1.75,235.54863444665023,success
certificate_corruption,false_negative,0.75,0.0,21,scp_corrupted,1.0,40.0,1260.252553915397,2.0,252.0505107830794,success
certificate_corruption,false_negative,0.75,0.0,22,scp_corrupted,1.0,43.0,1491.8781208521295,2.75,298.3756241704259,success
certificate_corruption,false_negative,0.75,0.0,23,scp_corrupted,1.0,40.0,1175.0257617072784,2.0,235.0051523414557,success
certificate_corruption,false_negative,0.75,0.0,24,scp_corrupted,1.0,39.0,1137.3941324869597,1.75,227.47882649739196,success
certificate_corruption,false_negative,0.75,0.0,25,scp_corrupted,1.0,41.0,1271.7635896325542,2.25,254.35271792651085,success
certificate_corruption,false_negative,0.75,0.0,26,scp_corrupted,1.0,42.0,1356.3531179622137,2.5,271.27062359244275,success
certificate_corruption,false_negative,0.75,0.0,27,scp_corrupted,1.0,39.0,1100.658374766795,1.75,220.13167495335904,success
certificate_corruption,false_negative,0.75,0.0,28,scp_corrupted,1.0,40.0,1223.2061845984572,2.0,244.64123691969144,success
certificate_corruption,false_negative,0.75,0.0,29,scp_corrupted,1.0,42.0,1399.8074502135198,2.5,279.961490042704,success
certificate_corruption,false_negative,1.0,0.0,0,scp_corrupted,1.0,40.0,2145.8799232573965,0.0,429.1759846514793,success
certificate_corruption,false_negative,1.0,0.0,1,scp_corrupted,1.0,41.0,2281.0217715280696,0.0,456.20435430561395,success
certificate_corruption,false_negative,1.0,0.0,2,scp_corrupted,1.0,43.0,2612.75726544497,0.0,522.551453088994,success
certificate_corruption,false_negative,1.0,0.0,3,scp_corrupted,1.0,40.0,2173.9972927194317,0.0,434.7994585438864,success
certificate_corruption,false_negative,1.0,0.0,4,scp_corrupted,1.0,40.0,2070.7347763434423,0.0,414.1469552686885,success
certificate_corruption,false_negative,1.0,0.0,5,scp_corrupted,1.0,43.0,2645.577948454879,0.0,529.1155896909758,success
certificate_corruption,false_negative,1.0,0.0,6,scp_corrupted,1.0,42.0,2426.704943275417,0.0,485.34098865508344,success
certificate_corruption,false_negative,1.0,0.0,7,scp_corrupted,1.0,39.0,1988.4614174257997,0.0,397.69228348516,success
certificate_corruption,false_negative,1.0,0.0,8,scp_corrupted,1.0,40.0,2193.606915266762,0.0,438.7213830533524,success
certificate_corruption,false_negative,1.0,0.0,9,scp_corrupted,1.0,43.0,2611.7980664392403,0.0,522.3596132878481,success
certificate_corruption,false_negative,1.0,0.0,10,scp_corrupted,1.0,42.0,2493.5428070485673,0.0,498.70856140971347,success
certificate_corruption,false_negative,1.0,0.0,11,scp_corrupted,1.0,41.0,2267.746046685495,0.0,453.549209337099,success
certificate_corruption,false_negative,1.0,0.0,12,scp_corrupted,1.0,39.0,1937.2967918781987,0.0,387.4593583756398,success
certificate_corruption,false_negative,1.0,0.0,13,scp_corrupted,1.0,40.0,2173.372081159367,0.0,434.67441623187347,success
certificate_corruption,false_negative,1.0,0.0,14,scp_corrupted,1.0,39.0,1975.3158277855605,0.0,395.06316555711214,success
certificate_corruption,false_negative,1.0,0.0,15,scp_corrupted,1.0,42.0,2454.801306938736,0.0,490.96026138774727,success
certificate_corruption,false_negative,1.0,0.0,16,scp_corrupted,1.0,39.0,2049.1864423506,0.0,409.83728847012003,success
certificate_corruption,false_negative,1.0,0.0,17,scp_corrupted,1.0,43.0,2530.924439715672,0.0,506.18488794313447,success
certificate_corruption,false_negative,1.0,0.0,18,scp_corrupted,1.0,39.0,1950.63457809918,0.0,390.12691561983604,success
certificate_corruption,false_negative,1.0,0.0,19,scp_corrupted,1.0,42.0,2334.9859181717684,0.0,466.9971836343537,success
certificate_corruption,false_negative,1.0,0.0,20,scp_corrupted,1.0,39.0,1965.9264919312002,0.0,393.18529838624005,success
certificate_corruption,false_negative,1.0,0.0,21,scp_corrupted,1.0,40.0,2191.589935410011,0.0,438.3179870820022,success
