family,corruption_type,false_negative_rate,false_positive_rate,seed,method,success,cost,expansions,pruned_commitments,frontier_peak,reason
certificate_corruption,false_negative,1.0,0.0,22,scp_corrupted,1.0,43.0,2597.264892559478,0.0,519.4529785118956,success
certificate_corruption,false_negative,1.0,0.0,23,scp_corrupted,1.0,39.0,2040.978725902531,0.0,408.19574518050626,success
certificate_corruption,false_negative,1.0,0.0,24,scp_corrupted,1.0,41.0,2194.2428696170573,0.0,438.8485739234115,success
certificate_corruption,false_negative,1.0,0.0,25,scp_corrupted,1.0,39.0,2012.482492046134,0.0,402.49649840922683,success
certificate_corruption,false_negative,1.0,0.0,26,scp_corrupted,1.0,43.0,2631.003496845431,0.0,526.2006993690862,success
certificate_corruption,false_negative,1.0,0.0,27,scp_corrupted,1.0,43.0,2565.602321839297,0.0,513.1204643678594,success
certificate_corruption,false_negative,1.0,0.0,28,scp_corrupted,1.0,41.0,2322.5347520903674,0.0,464.50695041807353,success
certificate_corruption,false_negative,1.0,0.0,29,scp_corrupted,1.0,43.0,2553.2319656244163,0.0,510.6463931248833,success
certificate_corruption,false_positive,0.0,0.0,0,scp_corrupted,1.0092357478994516,40.36942991597806,208.98667934208544,8.0,41.79733586841709,success
certificate_corruption,false_positive,0.0,0.0,1,scp_corrupted,0.9925222337659501,40.693411584403954,208.54372041092753,9.0,41.70874408218551,success
certificate_corruption,false_positive,0.0,0.0,2,scp_corrupted,0.992820916176473,41.69847847941186,235.82416208372635,10.0,47.16483241674527,success
certificate_corruption,false_positive,0.0,0.0,3,scp_corrupted,0.9929010241552658,39.716040966210635,209.09720406298598,8.0,41.8194408125972,success
certificate_corruption,false_positive,0.0,0.0,4,scp_corrupted,1.0073984104045197,42.310733236989826,236.1738910592603,10.0,47.23477821185207,success
certificate_corruption,false_positive,0.0,0.0,5,scp_corrupted,0.9953401844012552,41.804287744852715,224.24211978771967,10.0,44.848423957543936,success
certificate_corruption,false_positive,0.0,0.0,6,scp_corrupted,0.9941040296638333,38.7700571568895,193.88514099993844,7.0,38.77702819998769,success
certificate_corruption,false_positive,0.0,0.0,7,scp_corrupted,1.002797164310311,39.10908940810213,192.99304776049686,7.0,38.598609552099376,success
certificate_corruption,false_positive,0.0,0.0,8,scp_corrupted,1.0041721660237959,41.17105880697563,214.87046239034794,9.0,42.97409247806959,success
certificate_corruption,false_positive,0.0,0.0,9,scp_corrupted,0.9966308904172675,38.86860472627343,191.07284508289956,7.0,38.214569016579915,success
certificate_corruption,false_positive,0.0,0.0,10,scp_corrupted,0.9930461975206716,42.700986493388875,241.26669432937854,11.0,48.25333886587571,success
certificate_corruption,false_positive,0.0,0.0,11,scp_corrupted,0.9954462020474957,41.80874048599482,226.30815954503447,10.0,45.261631909006894,success
certificate_corruption,false_positive,0.0,0.0,12,scp_corrupted,0.995971746671673,42.826785106881935,250.30888044434022,11.0,50.061776088868044,success
certificate_corruption,false_positive,0.0,0.0,13,scp_corrupted,0.9904171537741179,42.58793761228707,238.6762914183783,11.0,47.73525828367566,success
certificate_corruption,false_positive,0.0,0.0,14,scp_corrupted,0.9943220406711439,38.778559586174616,193.86754610927574,7.0,38.77350922185515,success
certificate_corruption,false_positive,0.0,0.0,15,scp_corrupted,0.99901899656205,38.96174086591995,185.85872426880024,7.0,37.17174485376005,success
certificate_corruption,false_positive,0.0,0.0,16,scp_corrupted,0.990023453719071,40.59096160248191,215.2470570887638,9.0,43.049411417752765,success
certificate_corruption,false_positive,0.0,0.0,17,scp_corrupted,1.0023118613088475,43.099410036280446,242.68908464561605,11.0,48.53781692912321,success
certificate_corruption,false_positive,0.0,0.0,18,scp_corrupted,0.9984068070976949,42.93149270520088,242.81034500259094,11.0,48.56206900051819,success
certificate_corruption,false_positive,0.0,0.0,19,scp_corrupted,1.0039741270943914,43.170887465058826,249.79988549866238,11.0,49.95997709973248,success
certificate_corruption,false_positive,0.0,0.0,20,scp_corrupted,1.0029572603365962,40.118290413463846,201.60724071441572,8.0,40.32144814288315,success
certificate_corruption,false_positive,0.0,0.0,21,scp_corrupted,0.9986355148141044,41.942691622192385,231.5033366792776,10.0,46.30066733585552,success
certificate_corruption,false_positive,0.0,0.0,22,scp_corrupted,0.9964008226853049,42.845235375468114,246.89897611884405,11.0,49.37979522376881,success
certificate_corruption,false_positive,0.0,0.0,23,scp_corrupted,1.006069574285742,41.24885254571542,217.93042269713882,9.0,43.586084539427766,success
certificate_corruption,false_positive,0.0,0.0,24,scp_corrupted,1.0051929170600427,42.21810251652179,232.29033698358847,10.0,46.458067396717695,success
certificate_corruption,false_positive,0.0,0.0,25,scp_corrupted,0.9955473228473903,39.82189291389561,196.6515973921778,8.0,39.33031947843556,success
certificate_corruption,false_positive,0.0,0.0,26,scp_corrupted,1.0004885013808296,43.02100555937567,250.47037114303347,11.0,50.0940742286067,success
certificate_corruption,false_positive,0.0,0.0,27,scp_corrupted,0.9960949416080006,39.84379766432002,204.83912933125788,8.0,40.96782586625158,success
certificate_corruption,false_positive,0.0,0.0,28,scp_corrupted,1.0042427689626439,40.16971075850576,209.78027328077306,8.0,41.95605465615461,success
certificate_corruption,false_positive,0.0,0.0,29,scp_corrupted,0.9902335192659001,40.5995742899019,219.01863298736768,9.0,43.80372659747354,success
certificate_corruption,false_positive,0.0,0.001,0,scp_corrupted,0.9953128041906197,39.81251216762479,205.64002136578682,8.016,41.128004273157366,success
certificate_corruption,false_positive,0.0,0.001,1,scp_corrupted,0.9925551356722928,41.6873156982363,236.75494067159673,10.02,47.35098813431935,success
certificate_corruption,false_positive,0.0,0.001,2,scp_corrupted,0.9774261100649444,41.05189662272767,225.8692019235115,10.02,45.1738403847023,success
certificate_corruption,false_positive,0.0,0.001,3,scp_corrupted,0.9852041149779593,42.363776944052255,250.46532005952196,11.022,50.093064011904396,success
certificate_corruption,false_positive,0.0,0.001,4,scp_corrupted,0.9811322164405671,41.20755309050382,226.28496037626326,10.02,45.256992075252654,success
certificate_corruption,false_positive,0.0,0.001,5,scp_corrupted,0.9956989893045319,40.82365856148581,216.18782096251763,9.018,43.23756419250353,success
certificate_corruption,false_positive,0.0,0.001,6,scp_corrupted,0.9783547766133329,41.090900617759985,228.43789424571537,10.02,45.68757884914308,success
certificate_corruption,false_positive,0.0,0.001,7,scp_corrupted,0.9927291523844473,38.71643694299344,194.3904672486232,7.014,38.878093449724645,success
certificate_corruption,false_positive,0.0,0.001,8,scp_corrupted,0.9773856384834058,38.11803990085282,183.272867188924,7.014,36.654573437784805,success
certificate_corruption,false_positive,0.0,0.001,9,scp_corrupted,0.9781558285299806,39.12623314119922,197.80686809463117,8.016,39.56137361892624,success
certificate_corruption,false_positive,0.0,0.001,10,scp_corrupted,0.9840006336300443,41.32802661246186,223.2317634570306,10.02,44.64635269140612,success
certificate_corruption,false_positive,0.0,0.001,11,scp_corrupted,0.992202390431504,42.66470278855467,246.90679829203268,11.022,49.38135965840654,success
certificate_corruption,false_positive,0.0,0.001,12,scp_corrupted,0.9803659490673902,40.195003911762996,215.3637012640511,9.018,43.07274025281022,success
certificate_corruption,false_positive,0.0,0.001,13,scp_corrupted,0.988423172590947,41.513773248819774,236.30072159453178,10.02,47.260144318906356,success
certificate_corruption,false_positive,0.0,0.001,14,scp_corrupted,0.9822950284571731,40.274096166744094,211.03474449605287,9.018,42.20694889921057,success
certificate_corruption,false_positive,0.0,0.001,15,scp_corrupted,0.9921114436104295,38.69234630080675,181.92236793638455,7.014,36.38447358727691,success
certificate_corruption,false_positive,0.0,0.001,16,scp_corrupted,0.9860722258328093,42.401105710810796,243.66094634720343,11.022,48.73218926944069,success
certificate_corruption,false_positive,0.0,0.001,17,scp_corrupted,0.9862049782314106,38.46199415102502,187.35890621544817,7.014,37.47178124308964,success
certificate_corruption,false_positive,0.0,0.001,18,scp_corrupted,0.9962836603340441,38.855062753027724,189.99177336471976,7.014,37.998354672943954,success
certificate_corruption,false_positive,0.0,0.001,19,scp_corrupted,0.9857735191045912,42.388261321497424,243.7961279284295,11.022,48.759225585685904,success
certificate_corruption,false_positive,0.0,0.001,20,scp_corrupted,0.9794744846647017,40.15845387125277,207.40517342741094,9.018,41.48103468548219,success
certificate_corruption,false_positive,0.0,0.001,21,scp_corrupted,0.9921035797633768,38.692039610771694,184.12299811790095,7.014,36.82459962358019,success
certificate_corruption,false_positive,0.0,0.001,22,scp_corrupted,0.9853734939191814,41.38568674460562,225.9950215209318,10.02,45.19900430418636,success
certificate_corruption,false_positive,0.0,0.001,23,scp_corrupted,0.9920197247824196,40.6728087160792,216.53249390183188,9.018,43.30649878036638,success
certificate_corruption,false_positive,0.0,0.001,24,scp_corrupted,0.9823457374986212,40.27617523744347,216.7405076143231,9.018,43.348101522864624,success
certificate_corruption,false_positive,0.0,0.001,25,scp_corrupted,0.9776256942226694,40.082653463129446,211.58122301873874,9.018,42.31624460374775,success
certificate_corruption,false_positive,0.0,0.001,26,scp_corrupted,0.9811260482480681,42.18842007466693,243.09990835909113,11.022,48.61998167181823,success
certificate_corruption,false_positive,0.0,0.001,27,scp_corrupted,0.9866403071844959,40.452252594564335,209.15156439644775,9.018,41.83031287928955,success
certificate_corruption,false_positive,0.0,0.001,28,scp_corrupted,0.9817113259674378,42.213587016599824,246.4528142212452,11.022,49.290562844249045,success
certificate_corruption,false_positive,0.0,0.001,29,scp_corrupted,0.9943639842647789,42.757651323385495,242.1530334861656,11.022,48.430606697233124,success
certificate_corruption,false_positive,0.0,0.005,0,scp_corrupted,0.9294118527471361,39.035297815379714,224.9690853016397,10.1,44.99381706032794,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,1,scp_corrupted,0.9309395276642778,38.16852063423539,205.60349721581795,9.09,41.120699443163595,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,2,scp_corrupted,0.9377797303488398,37.51118921395359,201.18476071626353,8.08,40.23695214325271,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,3,scp_corrupted,0.9353565661347073,39.284975777657706,230.50014846422246,10.1,46.100029692844494,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,4,scp_corrupted,0.9446694248730731,39.67611584466907,223.1450814272675,10.1,44.6290162854535,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,5,scp_corrupted,0.9442625124431235,36.82623798528182,176.86204966322666,7.07,35.37240993264533,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,6,scp_corrupted,0.9300721215510588,36.27281274049129,178.44479078697617,7.07,35.688958157395234,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,7,scp_corrupted,0.9420016789910676,37.680067159642704,190.8673962519756,8.08,38.173479250395125,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,8,scp_corrupted,0.9421668760659949,36.7445081665738,182.5738225329246,7.07,36.51476450658492,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,9,scp_corrupted,0.9442437971775663,38.71399568428022,211.37227250608126,9.09,42.274454501216255,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,10,scp_corrupted,0.9403928114661483,36.67531964717978,186.2654561274256,7.07,37.25309122548512,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,11,scp_corrupted,0.934717804398506,39.258147784737254,221.30803895677292,10.1,44.261607791354585,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,12,scp_corrupted,0.932974686585092,36.38601277681859,183.14801088452862,7.07,36.62960217690573,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,13,scp_corrupted,0.9346082164807915,36.449720442750866,178.26341445642834,7.07,35.65268289128567,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,14,scp_corrupted,0.9292324898169633,38.098532082495495,211.47265102461645,9.09,42.29453020492329,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,15,scp_corrupted,0.9429563526107966,40.547123162264256,235.35920230836393,11.11,47.07184046167279,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,16,scp_corrupted,0.9290803452737111,36.23413346567473,191.0953534358159,7.07,38.21907068716318,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,17,scp_corrupted,0.9399349748406914,38.537333968468346,205.06343256411378,9.09,41.01268651282276,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,18,scp_corrupted,0.9322107725949639,39.15285244898848,223.9254051533775,10.1,44.78508103067551,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,19,scp_corrupted,0.9267576113664442,37.070304454657766,192.98693759714968,8.08,38.59738751942994,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,20,scp_corrupted,0.9421353026447765,40.51181801372539,234.11964345237874,11.11,46.82392869047575,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,21,scp_corrupted,0.9428782027789887,40.54376271949651,243.93678138930804,11.11,48.78735627786161,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,22,scp_corrupted,0.9271057175595974,36.1571229848243,182.03176039027343,7.07,36.40635207805469,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,23,scp_corrupted,0.9278910959146934,39.899317124331816,245.3559932272704,11.11,49.07119864545408,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,24,scp_corrupted,0.940002713656314,38.540111259908876,212.14393986831448,9.09,42.4287879736629,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,25,scp_corrupted,0.928795168620139,39.93819225066598,233.3361027917078,11.11,46.66722055834156,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,26,scp_corrupted,0.9316609372581924,37.2664374903277,204.5823223061962,8.08,40.916464461239244,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,27,scp_corrupted,0.9391573578702319,39.44460903054974,230.0130438005823,10.1,46.00260876011646,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,28,scp_corrupted,0.9335507979440292,38.2755827157052,209.30614680958465,9.09,41.861229361916934,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.005,29,scp_corrupted,0.9341246777083207,37.364987108332826,201.4875997396264,8.08,40.29751994792528,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,0,scp_corrupted,0.869301053126633,34.77204212506532,194.1510406756692,8.16,38.830208135133844,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,1,scp_corrupted,0.866082419278099,35.50937919040206,206.37816028111104,9.18,41.27563205622221,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,2,scp_corrupted,0.8792493752522573,37.80772313584706,236.39232401644966,11.22,47.278464803289936,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,3,scp_corrupted,0.8742704759618953,34.97081903847581,196.69499315080574,8.16,39.33899863016115,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,4,scp_corrupted,0.8620511242465396,34.48204496986158,187.35219405012094,8.16,37.47043881002419,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,5,scp_corrupted,0.8743549475369096,37.59726274408711,239.36181438401283,11.22,47.87236287680257,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,6,scp_corrupted,0.8638117417414484,36.28009315314083,219.5590186772996,10.2,43.91180373545993,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,7,scp_corrupted,0.8775873705057038,34.22590744972245,179.90841395757235,7.140000000000001,35.98168279151447,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,8,scp_corrupted,0.8721386597720663,34.88554639088265,198.46919709556417,8.16,39.693839419112834,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,9,scp_corrupted,0.86926429911042,37.37836486174806,236.30553934450268,11.22,47.26110786890054,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,10,scp_corrupted,0.8643342233628322,36.302037381238954,225.60625397106085,10.2,45.12125079421217,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,11,scp_corrupted,0.8658265809067278,35.498889817175844,205.17702327154478,9.18,41.03540465430896,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,12,scp_corrupted,0.8783614876161804,34.256098017031036,175.27923355088464,7.140000000000001,35.05584671017693,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,13,scp_corrupted,0.8783763465841864,35.13505386336745,196.6384263906094,8.16,39.32768527812188,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,14,scp_corrupted,0.8786500097132425,34.26735037881646,178.71905108536023,7.140000000000001,35.743810217072046,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,15,scp_corrupted,0.8779242324465022,36.872817762753094,222.1010706277904,10.2,44.42021412555808,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,16,scp_corrupted,0.8721955078605803,34.015624806562634,185.40258287934,7.140000000000001,37.080516575868,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,17,scp_corrupted,0.8606398273006465,37.0075125739278,228.9884016885608,11.22,45.797680337712166,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,18,scp_corrupted,0.8612289014505284,33.58792715657061,176.48598563754484,7.140000000000001,35.29719712750897,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,19,scp_corrupted,0.8794813453948814,36.93821650658502,211.2606306917314,10.2,42.252126138346284,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,20,scp_corrupted,0.8696403762486787,33.91597467369847,177.86953974615622,7.140000000000001,35.57390794923125,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,21,scp_corrupted,0.8710078023752116,34.840312095008464,198.28670844185814,8.16,39.65734168837163,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,22,scp_corrupted,0.8793091724546024,37.8102944155479,234.99063313633374,11.22,46.99812662726675,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,23,scp_corrupted,0.865353892927599,33.74880182417636,184.65997996260995,7.140000000000001,36.93199599252199,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,24,scp_corrupted,0.8747770188406974,35.865857772468594,198.52673582249565,9.18,39.70534716449913,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,25,scp_corrupted,0.870729061634801,33.95843340375724,182.0817492803645,7.140000000000001,36.416349856072905,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,26,scp_corrupted,0.8654566247277027,37.21463486329122,238.04317352411044,11.22,47.608634704822094,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,27,scp_corrupted,0.8699889254502899,37.40952379436247,232.1259243568888,11.22,46.42518487137776,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,28,scp_corrupted,0.8699420414763932,35.66762370053212,210.1340966176999,9.18,42.02681932353998,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.01,29,scp_corrupted,0.865710074361468,37.22553319754312,231.0067016517329,11.22,46.20134033034658,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,0,scp_corrupted,0.7376822487202476,30.982654446250397,212.33297445705497,10.4,42.466594891411,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,1,scp_corrupted,0.7362412557347306,31.65837399659342,224.86555836082215,11.440000000000001,44.973111672164436,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,2,scp_corrupted,0.737897960942521,29.51591843770084,179.27480739415955,8.32,35.85496147883191,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,3,scp_corrupted,0.7448709713948853,31.284580798585186,206.60167182613273,10.4,41.32033436522655,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,4,scp_corrupted,0.7390542941620678,31.040280354806846,206.68649881564596,10.4,41.337299763129195,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,5,scp_corrupted,0.7313071597408587,30.714900709116066,205.61169463216254,10.4,41.12233892643251,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,6,scp_corrupted,0.7344281262387724,30.84598130202844,207.9768692269,10.4,41.59537384538,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,7,scp_corrupted,0.7384952700366718,29.53981080146687,185.5684035362509,8.32,37.11368070725018,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,8,scp_corrupted,0.7392957451713853,29.571829806855412,182.46038500870299,8.32,36.4920770017406,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,9,scp_corrupted,0.7367292800868528,28.73244192338726,165.7368943447524,7.28,33.147378868950476,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,10,scp_corrupted,0.7380498467728341,28.78394402414053,170.49828145902163,7.28,34.09965629180433,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,11,scp_corrupted,0.7488618687572265,30.703336619046286,188.13712209416647,9.36,37.62742441883329,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,12,scp_corrupted,0.7326980585112697,31.506016515984598,222.14924169578174,11.440000000000001,44.42984833915635,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,13,scp_corrupted,0.7445309185027935,30.525767658614534,188.4159172583585,9.36,37.6831834516717,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,14,scp_corrupted,0.744677673733864,32.02113997055615,224.00215557757568,11.440000000000001,44.80043111551514,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,15,scp_corrupted,0.7494257608613462,32.225307717037886,218.6054834388823,11.440000000000001,43.72109668777646,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,16,scp_corrupted,0.7454810780862473,31.310205279622387,200.3065699066746,10.4,40.061313981334926,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,17,scp_corrupted,0.7365706450779151,30.935967093272435,208.60430884158288,10.4,41.72086176831658,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,18,scp_corrupted,0.744366605491958,29.77466421967832,180.6484322496252,8.32,36.12968644992504,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,19,scp_corrupted,0.7304834236479685,29.94982036956671,190.40650741606652,9.36,38.0813014832133,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,20,scp_corrupted,0.7407614422682085,31.852742017532965,219.0178333805621,11.440000000000001,43.803566676112425,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,21,scp_corrupted,0.7347280148141324,31.593304637007694,213.948358808162,11.440000000000001,42.789671761632405,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,22,scp_corrupted,0.7340716389830518,31.56508047627123,217.3338843911591,11.440000000000001,43.466776878231826,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,23,scp_corrupted,0.7429857010009815,30.46241374104024,187.65093916248105,9.36,37.53018783249621,spurious_cut_pruned_valid_plan
