family,corruption_type,false_negative_rate,false_positive_rate,seed,method,success,cost,expansions,pruned_commitments,frontier_peak,reason
certificate_corruption,false_positive,0.0,0.02,24,scp_corrupted,0.74968760650771,31.48687947332382,206.60907144779492,10.4,41.321814289558986,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,25,scp_corrupted,0.7451768589378973,30.55225121645379,195.03685212064292,9.36,39.00737042412859,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,26,scp_corrupted,0.7389422152250451,30.29663082422685,194.6903254748442,9.36,38.93806509496884,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,27,scp_corrupted,0.7442634535043403,31.259065047182293,205.0813461441144,10.4,41.016269228822885,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,28,scp_corrupted,0.7364358994118346,30.930307775297056,205.50471576929286,10.4,41.10094315385857,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.02,29,scp_corrupted,0.7314731885370991,31.45334710709526,213.79740739285006,11.440000000000001,42.75948147857002,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,0,scp_corrupted,0.35890796531926444,15.074134543409107,168.57686949765207,11.0,33.71537389953041,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,1,scp_corrupted,0.3509133377987198,14.036533511948793,152.43160452900995,8.8,30.48632090580199,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,2,scp_corrupted,0.3413453365577513,14.336504135425555,172.54623418450217,11.0,34.50924683690044,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,3,scp_corrupted,0.3411511331218938,14.32834759111954,166.80962315970913,11.0,33.361924631941825,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,4,scp_corrupted,0.35680640833411703,14.629062741698798,164.79324133161532,9.9,32.95864826632307,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,5,scp_corrupted,0.3507523124662499,15.082349436048744,178.6112348266314,12.100000000000001,35.722246965326285,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,6,scp_corrupted,0.3482492420354473,14.626468165488788,169.10669621344806,11.0,33.82133924268961,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,7,scp_corrupted,0.3543620459068938,15.237567973996434,179.6601104352676,12.100000000000001,35.93202208705352,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,8,scp_corrupted,0.34175509399486814,14.69546904177933,188.09655938328694,12.100000000000001,37.61931187665739,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,9,scp_corrupted,0.3426851291379364,14.39277542379333,171.03256178423766,11.0,34.20651235684753,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,10,scp_corrupted,0.35952616940936494,15.100099115193327,178.07490128549702,11.0,35.614980257099404,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,11,scp_corrupted,0.34149844264880824,14.001436148601138,165.42177785374403,9.9,33.084355570748805,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,12,scp_corrupted,0.35190153606053487,14.076061442421395,155.07704638885485,8.8,31.01540927777097,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,13,scp_corrupted,0.34481198636847615,13.44766746837057,143.74619880737222,7.700000000000001,28.749239761474445,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,14,scp_corrupted,0.356634705572045,14.978657634025891,178.14986102594935,11.0,35.62997220518987,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,15,scp_corrupted,0.34728566923769394,14.585998107983146,177.01891988701212,11.0,35.403783977402426,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,16,scp_corrupted,0.3470061497598773,14.574258289914848,169.5644674366011,11.0,33.91289348732022,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,17,scp_corrupted,0.34154847833529417,14.686584568417649,179.06061215906112,12.100000000000001,35.81212243181223,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,18,scp_corrupted,0.35554527180155765,15.28844668746698,188.5211518293241,12.100000000000001,37.704230365864824,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,19,scp_corrupted,0.34650777669881855,13.513803291253923,141.79779167854076,7.700000000000001,28.359558335708154,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,20,scp_corrupted,0.34349855016005754,13.739942006402302,148.2999566916228,8.8,29.659991338324563,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,21,scp_corrupted,0.34556574236478566,14.513761179320998,173.09549506271662,11.0,34.61909901254332,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,22,scp_corrupted,0.35402646504661267,14.161058601864507,155.09986191577232,8.8,31.019972383154467,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,23,scp_corrupted,0.35754256463913137,14.301702585565256,151.2413251461203,8.8,30.248265029224058,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,24,scp_corrupted,0.3569185755597227,15.347498749068075,184.96228292234002,12.100000000000001,36.99245658446801,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,25,scp_corrupted,0.3554808219606453,14.219232878425812,155.03141219822658,8.8,31.006282439645318,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,26,scp_corrupted,0.34623415240636785,14.888068553473817,187.69281218320313,12.100000000000001,37.538562436640625,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,27,scp_corrupted,0.3480636600032479,13.922546400129916,148.99355736733153,8.8,29.79871147346631,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,28,scp_corrupted,0.34219501061445956,14.029995435192841,156.31978879891233,9.9,31.263957759782468,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.05,29,scp_corrupted,0.34546127692807127,14.163912354050922,157.06583304457487,9.9,31.413166608914977,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,0,scp_corrupted,0.0,0.0,121.13617063597971,13.2,24.227234127195942,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,1,scp_corrupted,0.0,0.0,113.52093118107862,12.0,22.704186236215726,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,2,scp_corrupted,0.0,0.0,120.36222822738493,13.2,24.07244564547699,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,3,scp_corrupted,0.0,0.0,111.75073219485529,12.0,22.35014643897106,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,4,scp_corrupted,0.0,0.0,107.55803346393813,10.799999999999999,21.511606692787627,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,5,scp_corrupted,0.0,0.0,92.69906895010328,8.4,18.539813790020656,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,6,scp_corrupted,0.0,0.0,115.41892272229292,12.0,23.083784544458585,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,7,scp_corrupted,0.0,0.0,97.14809764965132,9.6,19.429619529930264,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,8,scp_corrupted,0.0,0.0,124.66098572635006,13.2,24.932197145270013,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,9,scp_corrupted,0.0,0.0,105.61913449214435,10.799999999999999,21.123826898428874,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,10,scp_corrupted,0.0,0.0,103.55272579823072,9.6,20.710545159646145,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,11,scp_corrupted,0.0,0.0,117.21701312196645,12.0,23.44340262439329,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,12,scp_corrupted,0.0,0.0,97.77152181514633,9.6,19.554304363029267,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,13,scp_corrupted,0.0,0.0,111.85634471702654,10.799999999999999,22.371268943405312,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,14,scp_corrupted,0.0,0.0,112.12082397557427,12.0,22.424164795114855,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,15,scp_corrupted,0.0,0.0,98.85216149269807,9.6,19.770432298539617,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,16,scp_corrupted,0.0,0.0,91.29399408643029,8.4,18.25879881728606,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,17,scp_corrupted,0.0,0.0,115.87451233145441,12.0,23.174902466290884,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,18,scp_corrupted,0.0,0.0,123.70039846469844,13.2,24.740079692939688,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,19,scp_corrupted,0.0,0.0,122.76943648024972,13.2,24.553887296049947,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,20,scp_corrupted,0.0,0.0,113.92550384404947,12.0,22.785100768809897,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,21,scp_corrupted,0.0,0.0,119.272502465296,13.2,23.854500493059202,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,22,scp_corrupted,0.0,0.0,105.64533202101228,10.799999999999999,21.129066404202458,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,23,scp_corrupted,0.0,0.0,98.84289533507932,9.6,19.768579067015864,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,24,scp_corrupted,0.0,0.0,113.75657024066187,12.0,22.751314048132375,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,25,scp_corrupted,0.0,0.0,113.24722156174496,12.0,22.649444312348994,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,26,scp_corrupted,0.0,0.0,124.60704839987065,13.2,24.921409679974133,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,27,scp_corrupted,0.0,0.0,93.84703610413158,8.4,18.769407220826317,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,28,scp_corrupted,0.0,0.0,106.64519815402687,10.799999999999999,21.329039630805376,spurious_cut_pruned_valid_plan
certificate_corruption,false_positive,0.0,0.1,29,scp_corrupted,0.0,0.0,124.42131349953722,13.2,24.884262699907445,spurious_cut_pruned_valid_plan
certificate_corruption,mixed,0.25,0.005,0,scp_corrupted,0.9615154169071937,37.49910125938055,241.42301023239403,5.302499999999999,48.28460204647881,mixed_corruption
certificate_corruption,mixed,0.25,0.005,1,scp_corrupted,0.9589634286484411,37.3995737172892,240.95160413072227,5.302499999999999,48.19032082614446,mixed_corruption
certificate_corruption,mixed,0.25,0.005,2,scp_corrupted,0.9501875369881183,39.90787655350097,302.01911958650606,7.574999999999999,60.40382391730122,mixed_corruption
certificate_corruption,mixed,0.25,0.005,3,scp_corrupted,0.9528841487617573,39.06825009923205,284.732196011087,6.8175,56.946439202217405,mixed_corruption
certificate_corruption,mixed,0.25,0.005,4,scp_corrupted,0.9462729578356636,39.74346422909787,308.49251067976013,7.574999999999999,61.698502135952026,mixed_corruption
certificate_corruption,mixed,0.25,0.005,5,scp_corrupted,0.9640855974531727,38.563423898126906,273.49159311344897,6.06,54.6983186226898,mixed_corruption
certificate_corruption,mixed,0.25,0.005,6,scp_corrupted,0.9579116683387585,40.232290070227855,308.48595533901545,7.574999999999999,61.69719106780309,mixed_corruption
certificate_corruption,mixed,0.25,0.005,7,scp_corrupted,0.9451933571022207,38.75292764119105,274.8001308141471,6.8175,54.96002616282942,mixed_corruption
certificate_corruption,mixed,0.25,0.005,8,scp_corrupted,0.9609449994198778,39.398744976214985,293.0004468149565,6.8175,58.6000893629913,mixed_corruption
certificate_corruption,mixed,0.25,0.005,9,scp_corrupted,0.9461269199609319,38.79120371839821,286.71634919660244,6.8175,57.34326983932049,mixed_corruption
certificate_corruption,mixed,0.25,0.005,10,scp_corrupted,0.9555527642972909,40.133216100486216,309.4912009909483,7.574999999999999,61.89824019818966,mixed_corruption
certificate_corruption,mixed,0.25,0.005,11,scp_corrupted,0.9512600403309424,38.050401613237696,261.3099226802502,6.06,52.26198453605005,mixed_corruption
certificate_corruption,mixed,0.25,0.005,12,scp_corrupted,0.9528557014116923,39.06708375787938,291.66830212333286,6.8175,58.333660424666576,mixed_corruption
certificate_corruption,mixed,0.25,0.005,13,scp_corrupted,0.9457229147297842,38.77463950392115,293.40351193130607,6.8175,58.68070238626122,mixed_corruption
certificate_corruption,mixed,0.25,0.005,14,scp_corrupted,0.9541354205341666,38.16541682136666,255.68276778146264,6.06,51.13655355629253,mixed_corruption
certificate_corruption,mixed,0.25,0.005,15,scp_corrupted,0.9559962979424459,41.10784081152517,327.90451811618357,8.3325,65.58090362323672,mixed_corruption
certificate_corruption,mixed,0.25,0.005,16,scp_corrupted,0.947726451279964,40.75223740503845,314.6453644475502,8.3325,62.929072889510046,mixed_corruption
certificate_corruption,mixed,0.25,0.005,17,scp_corrupted,0.9539207534028755,39.110750889517895,282.7685002000458,6.8175,56.55370004000917,mixed_corruption
certificate_corruption,mixed,0.25,0.005,18,scp_corrupted,0.9541626225176189,38.16650490070475,265.47646701259134,6.06,53.09529340251827,mixed_corruption
certificate_corruption,mixed,0.25,0.005,19,scp_corrupted,0.9593051993297972,38.37220797319189,262.6139816136985,6.06,52.52279632273971,mixed_corruption
certificate_corruption,mixed,0.25,0.005,20,scp_corrupted,0.9473213523301134,36.94553274087442,256.5672196591109,5.302499999999999,51.31344393182218,mixed_corruption
certificate_corruption,mixed,0.25,0.005,21,scp_corrupted,0.9504996465507163,38.01998586202865,274.5415990934992,6.06,54.908319818699844,mixed_corruption
certificate_corruption,mixed,0.25,0.005,22,scp_corrupted,0.9579264097221057,41.19083561805055,325.0004165267054,8.3325,65.00008330534108,mixed_corruption
certificate_corruption,mixed,0.25,0.005,23,scp_corrupted,0.9535576510081825,38.1423060403273,255.97524130614013,6.06,51.19504826122803,mixed_corruption
certificate_corruption,mixed,0.25,0.005,24,scp_corrupted,0.9551739748352043,37.25178501857297,247.77732285674537,5.302499999999999,49.55546457134908,mixed_corruption
certificate_corruption,mixed,0.25,0.005,25,scp_corrupted,0.9601832312934763,39.36751248303253,277.04923785462876,6.8175,55.409847570925756,mixed_corruption
certificate_corruption,mixed,0.25,0.005,26,scp_corrupted,0.9626819796077656,40.43264314352616,295.47676994098595,7.574999999999999,59.09535398819719,mixed_corruption
certificate_corruption,mixed,0.25,0.005,27,scp_corrupted,0.9622039578971429,37.525954357988574,239.77456687178713,5.302499999999999,47.95491337435743,mixed_corruption
certificate_corruption,mixed,0.25,0.005,28,scp_corrupted,0.9625875441784504,38.50350176713802,266.4711774615159,6.06,53.29423549230318,mixed_corruption
certificate_corruption,mixed,0.25,0.005,29,scp_corrupted,0.955765931941288,40.1421691415341,304.9431438251325,7.574999999999999,60.988628765026505,mixed_corruption
certificate_corruption,mixed,0.5,0.005,0,scp_corrupted,0.9543010531266329,38.17204212506532,475.67004965538956,4.06,95.13400993107791,mixed_corruption
certificate_corruption,mixed,0.5,0.005,1,scp_corrupted,0.951082419278099,38.99437919040206,505.62649268872207,4.5675,101.12529853774441,mixed_corruption
certificate_corruption,mixed,0.5,0.005,2,scp_corrupted,0.9642493752522573,41.462723135847064,579.1611938403017,5.5825,115.83223876806035,mixed_corruption
certificate_corruption,mixed,0.5,0.005,3,scp_corrupted,0.9592704759618953,38.370819038475815,481.9027332194741,4.06,96.38054664389483,mixed_corruption
certificate_corruption,mixed,0.5,0.005,4,scp_corrupted,0.9470511242465396,37.88204496986158,459.0128754227963,4.06,91.80257508455927,mixed_corruption
certificate_corruption,mixed,0.5,0.005,5,scp_corrupted,0.9593549475369095,41.25226274408711,586.4364452408315,5.5825,117.28728904816631,mixed_corruption
certificate_corruption,mixed,0.5,0.005,6,scp_corrupted,0.9488117417414483,39.85009315314083,537.919595759384,5.074999999999999,107.58391915187681,mixed_corruption
certificate_corruption,mixed,0.5,0.005,7,scp_corrupted,0.9625873705057038,37.54090744972245,440.77561419605223,3.5524999999999998,88.15512283921045,mixed_corruption
certificate_corruption,mixed,0.5,0.005,8,scp_corrupted,0.9571386597720662,38.28554639088265,486.24953288413224,4.06,97.24990657682645,mixed_corruption
certificate_corruption,mixed,0.5,0.005,9,scp_corrupted,0.95426429911042,41.03336486174806,578.9485713940315,5.5825,115.78971427880631,mixed_corruption
certificate_corruption,mixed,0.5,0.005,10,scp_corrupted,0.9493342233628321,39.87203738123895,552.7353222290991,5.074999999999999,110.54706444581983,mixed_corruption
certificate_corruption,mixed,0.5,0.005,11,scp_corrupted,0.9508265809067278,38.983889817175836,502.6837070152847,4.5675,100.53674140305695,mixed_corruption
certificate_corruption,mixed,0.5,0.005,12,scp_corrupted,0.9633614876161803,37.571098017031034,429.4341221996674,3.5524999999999998,85.88682443993349,mixed_corruption
certificate_corruption,mixed,0.5,0.005,13,scp_corrupted,0.9633763465841864,38.53505386336745,481.76414465699304,4.06,96.35282893139862,mixed_corruption
certificate_corruption,mixed,0.5,0.005,14,scp_corrupted,0.9636500097132424,37.58235037881646,437.8616751591326,3.5524999999999998,87.57233503182653,mixed_corruption
certificate_corruption,mixed,0.5,0.005,15,scp_corrupted,0.9629242324465022,40.442817762753094,544.1476230380865,5.074999999999999,108.82952460761732,mixed_corruption
certificate_corruption,mixed,0.5,0.005,16,scp_corrupted,0.9571955078605803,37.33062480656263,454.236328054383,3.5524999999999998,90.8472656108766,mixed_corruption
certificate_corruption,mixed,0.5,0.005,17,scp_corrupted,0.9456398273006464,40.6625125739278,561.021584136974,5.5825,112.20431682739479,mixed_corruption
certificate_corruption,mixed,0.5,0.005,18,scp_corrupted,0.9462289014505284,36.902927156570605,432.3906648119849,3.5524999999999998,86.47813296239698,mixed_corruption
certificate_corruption,mixed,0.5,0.005,19,scp_corrupted,0.9644813453948814,40.50821650658502,517.588545194742,5.074999999999999,103.5177090389484,mixed_corruption
certificate_corruption,mixed,0.5,0.005,20,scp_corrupted,0.9546403762486787,37.23097467369847,435.78037237808275,3.5524999999999998,87.15607447561655,mixed_corruption
certificate_corruption,mixed,0.5,0.005,21,scp_corrupted,0.9560078023752115,38.24031209500846,485.80243568255247,4.06,97.1604871365105,mixed_corruption
certificate_corruption,mixed,0.5,0.005,22,scp_corrupted,0.9643091724546023,41.4652944155479,575.7270511840177,5.5825,115.14541023680354,mixed_corruption
certificate_corruption,mixed,0.5,0.005,23,scp_corrupted,0.950353892927599,37.06380182417636,452.4169509083944,3.5524999999999998,90.48339018167889,mixed_corruption
certificate_corruption,mixed,0.5,0.005,24,scp_corrupted,0.9597770188406973,39.35085777246859,486.3905027651143,4.5675,97.27810055302287,mixed_corruption
certificate_corruption,mixed,0.5,0.005,25,scp_corrupted,0.955729061634801,37.27343340375724,446.10028573689306,3.5524999999999998,89.22005714737861,mixed_corruption
certificate_corruption,mixed,0.5,0.005,26,scp_corrupted,0.9504566247277026,40.86963486329121,583.2057751340706,5.5825,116.64115502681412,mixed_corruption
certificate_corruption,mixed,0.5,0.005,27,scp_corrupted,0.9549889254502899,41.064523794362465,568.7085146743775,5.5825,113.7417029348755,mixed_corruption
certificate_corruption,mixed,0.5,0.005,28,scp_corrupted,0.9549420414763932,39.15262370053212,514.8285367133647,4.5675,102.96570734267294,mixed_corruption
certificate_corruption,mixed,0.5,0.005,29,scp_corrupted,0.9507100743614679,40.88053319754312,565.9664190467456,5.5825,113.19328380934913,mixed_corruption
certificate_corruption,mixed,0.75,0.01,0,scp_corrupted,0.9058524202537606,37.139949230404184,863.0869539947558,2.3850000000000002,172.6173907989512,mixed_corruption
certificate_corruption,mixed,0.75,0.01,1,scp_corrupted,0.9191049239406726,35.84509203368623,739.0229501215144,1.855,147.80459002430288,mixed_corruption
certificate_corruption,mixed,0.75,0.01,2,scp_corrupted,0.9118310338166576,39.20873445411628,941.3994598275232,2.915,188.27989196550465,mixed_corruption
certificate_corruption,mixed,0.75,0.01,3,scp_corrupted,0.9119373983172783,39.21330812764297,954.8400979950588,2.915,190.96801959901177,mixed_corruption
certificate_corruption,mixed,0.75,0.01,4,scp_corrupted,0.9128406174796733,35.60078408170726,747.6553014543551,1.855,149.53106029087104,mixed_corruption
certificate_corruption,mixed,0.75,0.01,5,scp_corrupted,0.9140152794495698,35.64659589853322,748.216036168725,1.855,149.64320723374502,mixed_corruption
certificate_corruption,mixed,0.75,0.01,6,scp_corrupted,0.9037554851733524,37.9577303772808,878.0193714439439,2.6500000000000004,175.6038742887888,mixed_corruption
certificate_corruption,mixed,0.75,0.01,7,scp_corrupted,0.9071457791229475,37.19297694404084,819.4733322726981,2.3850000000000002,163.89466645453965,mixed_corruption
certificate_corruption,mixed,0.75,0.01,8,scp_corrupted,0.9119471821770035,36.477887287080144,805.9522096658272,2.12,161.19044193316546,mixed_corruption
certificate_corruption,mixed,0.75,0.01,9,scp_corrupted,0.9194740991298188,37.69843806432257,879.6110083185554,2.3850000000000002,175.9222016637111,mixed_corruption
certificate_corruption,mixed,0.75,0.01,10,scp_corrupted,0.9092612210935914,37.279710064837246,863.3405394058301,2.3850000000000002,172.66810788116604,mixed_corruption
certificate_corruption,mixed,0.75,0.01,11,scp_corrupted,0.9078985201600286,36.315940806401144,819.4041786148781,2.12,163.88083572297563,mixed_corruption
certificate_corruption,mixed,0.75,0.01,12,scp_corrupted,0.9135322527846833,36.54129011138733,788.9144470074323,2.12,157.78288940148647,mixed_corruption
certificate_corruption,mixed,0.75,0.01,13,scp_corrupted,0.9188632325966247,39.51111900165486,958.8887351519086,2.915,191.77774703038173,mixed_corruption
certificate_corruption,mixed,0.75,0.01,14,scp_corrupted,0.9174489076654007,39.45030302961223,939.1229985625928,2.915,187.82459971251856,mixed_corruption
certificate_corruption,mixed,0.75,0.01,15,scp_corrupted,0.9015241547551509,36.96249034496119,821.2540796608781,2.3850000000000002,164.25081593217564,mixed_corruption
certificate_corruption,mixed,0.75,0.01,16,scp_corrupted,0.9058294990050357,38.95066845721654,949.833892362776,2.915,189.96677847255523,mixed_corruption
certificate_corruption,mixed,0.75,0.01,17,scp_corrupted,0.9110822252367129,36.443289009468515,793.5547948734812,2.12,158.71095897469627,mixed_corruption
certificate_corruption,mixed,0.75,0.01,18,scp_corrupted,0.9122125869214872,39.22514123762395,960.9554170400387,2.915,192.19108340800776,mixed_corruption
certificate_corruption,mixed,0.75,0.01,19,scp_corrupted,0.9130693640144729,37.43584392459339,858.9053989751277,2.3850000000000002,171.78107979502556,mixed_corruption
certificate_corruption,mixed,0.75,0.01,20,scp_corrupted,0.9161884117628084,35.731348058749525,766.2098335163067,1.855,153.24196670326134,mixed_corruption
certificate_corruption,mixed,0.75,0.01,21,scp_corrupted,0.9043285097896551,35.268811881796545,747.5665268016248,1.855,149.51330536032498,mixed_corruption
certificate_corruption,mixed,0.75,0.01,22,scp_corrupted,0.9165775953120657,36.66310381248263,786.6173350263986,2.12,157.32346700527972,mixed_corruption
certificate_corruption,mixed,0.75,0.01,23,scp_corrupted,0.9065863520446903,36.263454081787614,779.0225463313121,2.12,155.80450926626244,mixed_corruption
certificate_corruption,mixed,0.75,0.01,24,scp_corrupted,0.9056751221901438,35.321329765415605,707.4357276366358,1.855,141.48714552732716,mixed_corruption
certificate_corruption,mixed,0.75,0.01,25,scp_corrupted,0.9093848639152298,38.19416428443965,927.7393433352885,2.6500000000000004,185.5478686670577,mixed_corruption
certificate_corruption,mixed,0.75,0.01,26,scp_corrupted,0.9115593736093416,35.55081557076432,764.1630579981243,1.855,152.83261159962487,mixed_corruption
certificate_corruption,mixed,0.75,0.01,27,scp_corrupted,0.9118685818960989,37.38661185774006,818.202416214551,2.3850000000000002,163.64048324291022,mixed_corruption
certificate_corruption,mixed,0.75,0.01,28,scp_corrupted,0.9051255571817134,36.205022287268534,802.423760322834,2.12,160.4847520645668,mixed_corruption
certificate_corruption,mixed,0.75,0.01,29,scp_corrupted,0.9097043977332929,36.388175909331714,794.3520209800624,2.12,158.8704041960125,mixed_corruption
